word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,web_corpus_freq,arousal_std,valence_std,dominance_std,concretness_std,imageability_std,familiarity_std,aoa_std,semsize_std,gender_std,Words
anecdote,8,5.206,6.088,5.546,3.265,3.257,4.343,6.457,3.441,4.088,0,528528.0,1.811,1.358,1.671,2.034,2.047,1.706,0.731,1.459,0.781,anecdote
angel,5,5.97,8.118,5.063,3.382,5.546,5.781,2.677,4.818,1.758,0,25294123.0,2.236,0.963,1.870,2.262,1.971,1.556,1.104,1.466,0.780,angel
anger,5,5.636,2.529,4.618,3.647,4.758,6.235,2.794,5.515,4.914,0,7991036.0,2.568,1.500,2.364,1.813,1.776,0.877,0.994,1.104,1.251,anger
angle,5,3.824,5.063,4.818,4.212,4.912,5.207,4.147,3.258,4.3,0,17016075.0,2.036,0.609,1.140,1.683,1.560,1.270,0.879,1.319,0.936,angle
angry,5,5.906,2.394,5.419,3.613,5.394,6.516,2.267,4.774,5.344,0,9267505.0,2.283,1.013,2.380,1.538,1.229,0.911,0.854,1.453,1.107,angry
anguish,7,4.771,2.457,3.788,2.559,3.629,3.735,5.943,4.857,3.857,0,895923.0,2.166,1.338,1.838,1.117,1.742,1.820,1.194,1.150,1.397,anguish
animal,6,5.323,6.206,5.485,6.424,6.647,6.333,1.857,4.257,3.97,0,62566660.0,2.234,1.430,1.811,1.207,0.800,0.830,0.723,1.051,0.937,animal
animals,7,5.807,6.939,5.576,6.406,6.706,6.613,1.794,4.588,3.824,0,58178554.0,1.991,1.476,2.089,1.169,0.749,0.605,0.796,1.478,1.339,animals
animosity,9,6.484,2.613,4.484,2.219,2.677,3.613,6.406,4.833,4.036,0,347212.0,1.682,1.600,1.998,1.340,1.574,1.808,0.785,1.485,1.210,animosity
ankle,5,3.807,5.152,5.0,6.733,6.724,6.346,2.774,2.484,3.621,0,4146793.0,1.595,0.435,0.968,0.629,0.690,1.107,1.156,0.798,0.887,ankle
annoy,5,4.618,2.647,5.382,2.5,3.353,5.909,3.059,4.029,4.485,0,1497815.0,2.485,0.936,2.142,0.978,1.661,1.288,0.938,1.465,1.184,annoy
annoyance,9,4.457,2.471,5.0,2.971,3.4,5.794,4.882,4.903,4.4,0,894491.0,2.465,0.882,2.060,1.505,1.553,1.324,1.388,1.784,1.335,annoyance
annoying,8,4.235,2.697,4.088,3.324,3.677,6.424,3.029,4.529,4.242,0,5548132.0,2.073,1.029,1.704,1.744,2.054,0.954,1.098,1.311,1.074,annoying
answer,6,4.4,6.057,5.8,3.941,4.031,6.344,2.829,4.382,3.909,0,64649558.0,1.808,1.264,1.618,1.798,1.705,0.956,0.941,1.415,0.668,answer
ant,3,3.029,4.647,4.514,6.629,6.743,5.546,2.0,1.5,4.206,0,6182704.0,1.757,0.800,1.962,0.865,0.498,1.458,0.676,1.091,0.932,ant
anteater,8,4.032,5.219,5.333,6.742,6.433,3.471,4.0,3.8,4.594,0,90505.0,2.040,0.649,1.407,0.506,0.844,1.851,1.437,1.815,0.785,anteater
antelope,8,4.086,5.714,5.229,6.4,6.529,4.059,3.886,4.257,3.743,0,1215883.0,2.170,1.030,1.514,1.101,1.118,1.798,1.430,1.556,1.295,antelope
anthem,6,5.303,6.364,5.455,4.576,3.364,5.129,4.849,5.061,4.455,0,2547657.0,2.153,1.432,1.395,1.326,1.702,1.560,1.395,1.613,1.131,anthem
anthropology,12,4.063,5.419,5.344,2.968,2.438,3.143,6.594,5.094,4.375,0,5661140.0,2.344,0.872,1.613,1.713,1.638,1.988,1.057,1.208,1.053,anthropology
anticipation,12,7.303,6.382,5.0,2.229,2.8,5.182,5.686,5.455,3.257,0,2261724.0,1.527,1.698,2.160,1.017,1.670,1.641,1.214,1.258,1.078,anticipation
anus,4,4.03,4.156,5.0,5.906,5.484,4.636,5.8,2.853,4.656,0,1472531.0,2.431,1.326,1.372,1.234,1.624,1.856,1.305,1.498,1.215,anus
anxiety,7,5.265,2.257,2.313,2.618,4.057,5.588,5.471,5.059,3.147,0,9539030.0,2.934,0.873,1.509,1.261,2.042,1.536,0.977,1.571,1.167,anxiety
anxious,7,5.686,2.657,3.265,2.657,3.806,6.0,5.306,4.618,3.056,0,2984563.0,2.376,1.194,1.945,1.492,2.052,1.557,1.330,1.627,0.780,anxious
apathy,6,4.793,4.759,4.429,2.0,2.5,3.656,6.355,4.069,3.308,0,864296.0,2.140,2.160,1.678,0.984,1.296,2.071,1.033,1.311,1.408,apathy
ape,3,4.677,5.121,5.03,6.576,6.647,5.546,2.794,4.849,5.618,0,2433746.0,2.054,1.297,1.487,0.854,0.800,1.777,0.796,1.395,0.940,ape
apex,4,4.276,5.846,5.44,4.25,4.069,3.121,6.267,4.333,4.103,0,3518314.0,2.211,1.537,1.627,1.993,2.050,1.855,1.181,1.440,1.213,apex
apologize,9,5.0,5.97,5.03,3.531,4.063,6.29,3.333,4.563,3.333,0,2591938.0,1.867,2.037,2.037,1.854,2.045,0.957,1.271,1.540,1.005,apologize
apology,7,4.5,6.088,5.371,3.059,3.0,5.939,3.242,4.706,3.265,0,2041402.0,2.145,1.704,2.380,1.392,1.512,1.229,1.181,1.318,1.093,apology
appalling,9,5.364,2.059,4.235,2.412,2.939,5.091,5.294,5.242,4.177,0,801647.0,2.568,1.136,1.783,1.061,1.556,1.602,1.318,1.074,0.821,appalling
appear,6,4.406,5.656,5.172,2.75,3.094,5.667,3.75,3.807,3.759,0,42801104.0,1.783,1.290,1.743,1.146,1.588,1.164,1.118,1.090,0.678,appear
appearance,10,5.406,5.406,4.688,2.546,3.156,5.552,4.438,4.394,2.938,0,16574606.0,1.598,1.433,2.083,1.157,1.439,1.101,1.197,1.476,0.966,appearance
appeared,8,5.065,5.677,5.323,2.7,2.625,5.643,3.875,4.035,3.75,0,17034917.0,1.795,0.857,1.254,1.215,1.516,1.342,1.166,0.928,0.829,appeared
applause,8,6.686,7.8,6.686,5.6,5.914,6.03,3.629,5.0,3.914,0,1705835.0,1.652,1.009,1.635,1.126,1.296,0.937,1.396,1.414,0.692,applause
apple,5,4.677,6.147,5.485,6.824,6.909,6.719,1.529,2.441,3.424,1,50551171.0,2.138,1.191,1.209,0.452,0.379,0.572,0.606,1.241,0.954,apple
appliance,9,3.364,5.257,5.242,5.353,5.057,5.618,4.909,3.912,4.4,0,9005645.0,1.554,1.227,1.985,1.453,1.655,1.435,1.111,1.314,1.200,appliance
applied,7,3.758,5.839,5.742,2.727,2.188,5.069,5.469,4.194,4.156,0,44960208.0,2.060,1.298,1.866,1.483,1.333,1.507,1.199,1.203,0.833,applied
apply,5,3.971,5.771,5.697,3.177,2.636,5.824,4.829,3.824,4.029,0,76341478.0,1.807,1.244,1.696,1.774,1.494,1.042,1.082,0.954,0.654,apply
appoint,7,3.818,5.618,5.727,3.636,3.03,4.636,5.412,3.882,4.265,0,3696615.0,2.022,1.329,2.219,1.494,1.623,1.806,1.375,1.388,1.093,appoint
appointment,11,3.515,4.97,4.706,4.886,4.0,5.697,4.0,3.606,3.625,0,16761764.0,2.076,1.114,1.871,1.635,2.030,1.243,1.270,1.254,1.111,appointment
appreciate,10,5.75,7.813,6.161,3.344,3.939,6.281,4.531,5.0,2.938,0,13938792.0,1.436,0.808,1.526,1.265,1.594,1.152,1.392,1.270,0.966,appreciate
approval,8,5.714,7.441,4.794,3.314,3.441,5.941,4.886,4.912,3.343,0,35046541.0,2.050,1.006,2.180,1.368,1.439,1.110,1.190,1.095,1.170,approval
approve,7,5.061,6.939,6.546,3.097,3.206,5.719,4.4,4.294,3.606,0,9410993.0,1.825,1.254,1.876,1.489,1.623,1.256,1.047,1.226,0.952,approve
apricot,7,4.188,5.939,5.121,6.5,6.697,5.677,3.206,2.441,3.206,0,1372632.0,1.927,1.153,1.343,1.091,0.577,1.634,1.207,1.499,1.132,apricot
apron,5,3.724,5.226,4.344,6.452,6.613,4.615,3.226,2.719,2.0,0,1617357.0,1.760,0.705,1.492,0.711,0.549,1.734,0.974,1.179,0.981,apron
aptitude,8,4.5,5.939,6.118,2.818,2.03,4.03,6.382,4.688,4.455,0,1014706.0,2.136,1.536,1.491,1.290,1.141,1.586,0.768,1.184,0.956,aptitude
arch,4,4.25,5.5,4.903,5.375,5.677,4.296,4.452,4.233,4.143,0,10040050.0,1.620,1.176,1.399,1.536,1.468,1.739,1.478,1.383,0.742,arch
archaeology,11,3.529,5.353,5.412,4.829,4.114,4.485,6.029,5.235,4.943,0,4760584.0,2.291,1.326,1.593,1.665,2.011,1.777,1.071,1.307,1.241,archaeology
archer,6,4.273,4.97,6.088,6.25,6.303,4.125,4.576,3.824,5.177,0,2762538.0,2.019,0.834,1.401,0.901,0.870,1.691,1.326,1.248,0.890,archer
archery,7,4.677,5.758,6.206,5.706,6.03,4.344,4.857,3.824,4.6,0,2882154.0,2.259,1.207,1.510,1.249,1.314,1.881,1.334,1.271,1.398,archery
architect,9,4.242,5.771,5.314,6.0,5.2,5.343,5.286,4.314,5.143,0,8954294.0,1.843,0.988,1.801,1.095,1.770,1.672,1.084,1.141,0.960,architect
archive,7,3.571,5.4,5.0,5.429,4.371,4.4,5.657,4.912,4.057,0,111971865.0,2.129,1.074,1.393,1.440,1.790,1.694,1.218,1.483,0.893,archive
argue,5,5.257,2.771,5.2,4.086,4.914,6.161,3.057,4.743,4.206,0,8353605.0,2.334,1.333,2.388,1.610,1.610,0.987,1.013,1.421,1.410,argue
argument,8,6.313,2.394,5.25,3.788,3.909,6.419,3.939,5.182,4.727,0,38902162.0,2.615,1.455,2.437,1.387,1.747,1.212,1.179,1.217,1.332,argument
arise,5,5.286,6.0,6.171,3.143,3.257,4.257,5.029,4.571,3.8,0,8337093.0,1.798,1.138,1.298,1.624,1.746,1.499,1.230,1.294,0.888,arise
aristocracy,11,4.719,4.212,4.588,4.088,4.059,3.941,6.441,5.344,4.061,0,449320.0,2.528,1.683,2.557,1.991,1.862,1.909,0.914,1.593,1.922,aristocracy
aristocratic,12,4.133,4.3,4.742,4.3,4.065,3.909,5.912,4.774,4.688,0,398360.0,1.708,1.696,2.016,1.716,1.917,2.050,1.269,1.736,1.530,aristocratic
arm,3,3.735,5.471,5.774,6.727,6.571,6.546,1.457,3.171,4.265,1,23724057.0,2.119,0.737,1.408,0.445,1.316,1.047,0.553,1.444,0.851,arm
armadillo,9,4.029,5.424,4.939,6.559,6.061,4.647,4.706,3.364,4.529,0,393754.0,1.886,0.889,1.099,0.914,1.434,2.168,1.273,1.473,1.091,armadillo
armed,5,6.254,3.029,5.923,4.746,5.108,4.754,4.536,5.092,5.892,0,13866785.0,1.815,1.414,2.719,1.690,1.469,1.596,1.124,1.133,0.930,armed
armour,6,4.5,5.546,6.031,6.273,6.613,4.719,4.147,4.364,5.941,0,2813708.0,2.062,1.597,2.158,0.827,0.549,1.940,1.216,1.322,1.162,armour
armoury,7,4.719,4.375,5.636,5.788,5.031,3.324,5.576,4.906,5.879,0,221465.0,2.239,1.341,2.012,1.225,1.551,1.710,1.256,1.128,0.913,armoury
arms,4,4.364,5.546,5.636,6.647,6.485,6.469,2.206,3.758,4.912,1,27432921.0,1.997,1.539,1.322,0.478,0.702,0.866,0.867,1.670,1.095,arms
army,4,5.712,3.91,4.424,6.103,6.266,5.417,3.597,6.149,6.328,0,44670729.0,2.187,1.859,2.594,1.017,1.019,1.563,1.350,1.296,0.830,army
aroma,5,5.531,6.576,5.235,3.514,3.588,4.706,5.029,3.412,2.75,0,2018777.0,2.179,1.256,1.395,1.746,1.817,1.791,1.424,1.555,1.173,aroma
arouse,6,7.688,7.156,6.5,2.879,3.333,5.037,6.0,4.625,4.0,0,428589.0,1.530,1.093,1.854,1.451,1.717,1.527,1.218,1.218,1.344,arouse
aroused,7,7.943,7.265,5.667,2.677,4.147,5.758,6.171,4.941,4.229,0,851443.0,1.241,1.146,2.671,1.490,1.629,1.393,0.878,1.349,1.640,aroused
array,5,4.0,5.75,5.161,2.97,2.938,4.179,6.125,4.581,3.636,0,25150016.0,2.118,0.968,1.526,1.623,1.676,1.833,0.992,1.681,1.202,array
arrest,6,4.206,2.457,4.057,4.765,5.4,5.576,4.235,4.886,5.364,0,7653819.0,2.423,1.380,2.704,1.535,1.571,1.615,1.238,1.063,1.068,arrest
arrested,8,5.344,2.143,3.063,4.807,4.677,5.781,4.143,4.794,5.455,0,9147670.0,2.272,0.990,2.164,1.255,1.658,1.408,1.073,1.430,0.891,arrested
arrive,6,4.971,6.182,5.647,4.177,3.909,6.063,3.03,4.0,3.514,0,11812688.0,2.479,1.167,1.551,1.581,1.712,0.998,0.904,1.045,1.204,arrive
arrogant,8,4.5,2.156,5.452,3.25,3.969,6.0,5.438,4.807,5.844,0,1384122.0,2.359,1.003,2.434,1.275,1.976,1.211,1.273,1.354,0.972,arrogant
arrow,5,4.4,4.514,5.455,6.412,6.719,5.229,3.057,3.029,5.086,0,11563142.0,2.345,1.273,1.777,0.878,0.450,1.822,1.068,1.383,1.296,arrow
arrows,6,4.382,4.788,5.353,6.033,6.324,4.938,3.029,3.273,4.824,0,3447386.0,2.015,1.273,1.588,0.983,0.931,1.903,0.878,1.503,1.097,arrows
arse,4,5.094,3.971,5.667,6.0,6.294,6.161,5.0,3.313,5.235,0,1117611.0,2.529,1.706,2.055,1.206,0.859,1.139,1.475,1.550,1.733,arse
arsehole,8,4.5,2.147,4.971,4.794,5.677,5.971,5.5,3.765,5.824,0,63382.0,2.465,1.309,2.107,1.795,1.710,1.317,1.243,1.733,1.014,arsehole
arson,5,5.206,2.059,5.088,4.714,4.706,4.286,5.971,5.394,5.706,0,989351.0,2.898,1.434,2.381,1.578,1.807,1.980,1.071,1.229,0.824,arson
art,3,6.394,7.03,5.938,4.382,5.794,6.364,2.441,5.375,2.971,0,214702696.0,2.187,1.218,1.694,2.156,1.410,1.123,0.735,1.596,1.175,art
artist,6,5.235,6.912,6.0,5.546,6.212,5.879,3.265,4.515,3.265,0,67421654.0,2.210,1.269,1.820,1.707,0.913,1.365,1.038,1.417,1.220,artist
arts,4,5.206,6.429,5.743,3.543,4.171,6.088,3.829,4.697,3.0,0,106466033.0,2.097,1.050,1.778,1.762,1.844,1.067,1.521,1.403,0.756,arts
ascend,6,5.677,6.529,6.818,3.8,4.647,5.029,5.171,4.882,4.029,0,799236.0,1.567,1.242,1.113,1.564,1.588,1.654,1.159,1.078,1.055,ascend
ascent,6,5.343,5.686,5.818,4.029,4.257,4.371,5.629,4.743,4.088,0,1509864.0,1.897,1.450,1.696,1.444,1.499,1.806,1.017,1.338,1.039,ascent
ashamed,7,4.182,1.844,2.818,2.727,3.303,5.531,4.727,4.576,4.061,0,1932143.0,2.528,0.905,1.641,1.081,1.527,1.658,1.309,1.478,1.013,ashamed
ashes,5,3.912,3.657,4.677,5.686,5.657,4.943,4.114,2.714,4.257,0,3011008.0,2.133,1.330,1.810,1.600,1.548,1.672,1.008,1.560,0.805,ashes
aspect,6,3.857,5.531,5.469,2.6,1.943,4.906,5.971,3.471,3.735,0,15351221.0,2.086,0.901,1.414,1.438,1.170,1.608,0.971,1.576,0.885,aspect
aspirin,7,3.849,5.029,4.656,5.903,5.818,6.0,5.088,2.188,3.677,0,2302297.0,1.725,1.295,1.428,1.467,1.336,1.090,1.442,1.356,0.962,aspirin
ass,3,5.333,4.571,5.242,6.382,6.177,5.4,4.206,3.857,4.353,1,62060498.0,2.445,2.018,1.724,0.908,1.124,1.660,1.301,1.570,1.570,ass
assassin,8,6.588,2.206,3.529,5.697,5.688,4.879,5.324,4.879,5.882,0,1449166.0,2.157,1.659,2.118,1.660,1.446,1.950,0.830,1.629,0.932,assassin
assassinate,11,6.088,2.0,6.273,4.971,5.333,4.546,5.543,5.788,5.882,0,308774.0,2.306,1.121,2.609,1.740,1.589,1.437,1.155,1.066,1.323,assassinate
assault,7,5.188,2.03,3.75,4.118,5.0,5.344,5.121,5.219,5.364,0,10011305.0,2.744,1.381,2.305,1.875,1.436,1.688,1.008,1.111,1.068,assault
asshole,7,4.941,2.486,5.629,4.647,4.771,5.735,5.743,3.771,5.943,0,2896770.0,2.555,1.826,2.380,1.984,2.153,1.540,1.051,1.675,1.068,asshole
assist,6,4.758,6.647,6.182,3.441,3.344,5.455,4.647,3.853,3.441,0,29963782.0,1.759,1.391,1.336,1.376,1.492,1.395,1.234,1.216,1.006,assist
assistant,9,3.853,5.727,4.771,5.4,5.371,5.971,4.677,3.657,3.257,0,34719060.0,1.574,0.993,2.474,1.377,1.197,1.339,1.366,1.218,0.873,assistant
assuring,8,4.645,7.469,6.032,2.29,2.719,4.667,5.125,4.531,3.0,0,1245395.0,1.893,1.199,1.943,0.957,1.256,1.398,1.053,1.250,1.145,assuring
asteroid,8,6.0,4.559,4.353,6.029,5.677,4.618,4.529,5.546,5.212,0,1132460.0,2.387,1.459,2.028,1.200,1.509,2.072,1.194,2.001,0.977,asteroid
asthma,6,3.667,2.471,3.031,5.457,4.829,5.182,4.029,4.059,4.177,0,7819180.0,2.300,1.036,1.944,1.250,1.483,1.585,1.295,1.413,0.706,asthma
astonish,8,6.394,5.909,5.206,2.6,3.088,5.091,4.657,4.455,3.758,0,151568.0,1.874,1.379,1.324,1.176,1.597,1.564,1.218,1.458,0.954,astonish
astonished,10,6.429,5.8,4.857,2.5,3.4,5.758,5.114,5.457,3.471,0,746416.0,2.129,1.600,1.884,1.243,1.760,1.436,1.237,1.295,1.218,astonished
astronaut,9,5.515,6.667,5.063,6.424,6.788,5.0,3.273,4.419,5.531,0,1272333.0,2.414,1.325,1.435,1.045,0.537,1.984,1.332,1.792,1.060,astronaut
astronomer,10,5.156,6.303,5.438,5.333,4.807,3.862,5.121,4.394,5.188,0,813549.0,2.002,1.314,1.435,1.274,1.533,1.960,1.320,1.369,1.014,astronomer
astronomy,9,5.118,5.857,5.086,4.394,5.059,4.588,5.657,6.257,4.543,0,10767054.0,2.259,1.397,1.888,1.455,1.781,1.700,0.893,0.936,1.179,astronomy
athletic,8,5.656,7.029,6.219,4.546,5.25,5.613,4.088,4.559,4.879,0,14193383.0,2.071,1.253,1.556,1.777,1.677,1.407,1.269,1.143,1.273,athletic
athletics,9,4.118,5.912,5.677,5.412,5.735,5.548,4.212,4.364,4.939,0,12534433.0,2.398,1.669,2.082,1.593,1.220,1.240,1.008,1.592,1.099,athletics
atmosphere,10,5.938,6.25,4.839,3.645,3.594,6.3,5.065,6.161,3.758,0,14803304.0,1.968,1.090,1.568,2.025,1.800,0.862,1.243,1.298,0.922,atmosphere
atom,4,4.171,5.6,4.324,5.485,3.765,4.588,5.914,1.943,4.829,0,32776867.0,2.236,1.398,1.567,1.579,2.402,1.987,1.156,1.866,1.134,atom
atomic,6,5.844,3.618,4.394,4.576,5.303,4.594,5.529,5.294,5.0,0,9957374.0,2.611,1.956,2.719,2.016,1.899,1.982,1.311,2.217,1.279,atomic
atoms,5,4.818,5.677,4.152,5.364,4.636,5.467,5.677,2.667,4.706,0,4375988.0,1.961,1.529,2.062,1.839,2.460,1.962,1.104,2.331,0.956,atoms
atrocious,9,5.594,1.849,4.5,2.212,1.941,4.182,5.818,5.188,4.212,0,330010.0,2.163,1.131,1.989,1.148,1.110,1.585,1.266,1.333,1.225,atrocious
atrocity,8,4.971,1.515,3.903,3.194,3.441,3.788,6.273,5.903,4.546,0,345199.0,2.739,0.892,2.234,1.654,1.850,1.887,0.930,1.376,1.281,atrocity
attack,6,5.353,1.941,4.147,4.441,5.061,5.667,3.529,5.147,5.5,0,35599513.0,2.519,0.873,2.724,1.752,1.413,1.470,1.036,1.191,0.947,attack
attacker,8,5.114,2.114,4.057,5.697,5.273,5.03,4.382,5.265,5.559,0,1877889.0,2.459,1.141,2.787,1.243,1.582,1.623,1.415,1.244,1.063,attacker
attempt,7,3.727,5.829,5.743,3.629,3.0,5.765,3.914,4.059,3.886,0,25251906.0,1.847,0.971,1.360,1.587,1.656,1.285,1.402,1.027,0.574,attempt
attendant,9,3.771,5.029,4.8,5.829,5.086,5.059,5.059,3.829,3.857,0,2301496.0,1.790,0.664,1.817,1.363,1.461,1.644,0.998,1.320,1.199,attendant
attention,9,5.882,6.114,5.529,3.229,3.457,6.152,3.412,4.853,3.412,0,44752502.0,1.937,1.090,2.354,1.375,1.627,0.989,1.263,1.061,1.263,attention
attic,5,3.969,4.75,4.793,6.4,5.967,4.889,3.563,4.125,4.259,0,3347389.0,1.845,0.968,1.242,0.712,1.048,1.750,1.273,1.317,1.142,attic
attitude,8,5.303,4.333,5.636,2.788,3.0,5.807,3.97,5.182,3.576,0,12331010.0,2.181,1.407,2.186,1.343,1.859,1.490,1.029,1.140,1.393,attitude
attract,7,7.057,7.265,6.771,3.029,3.629,6.057,4.514,4.914,2.857,0,7608984.0,1.241,1.009,1.289,1.502,1.605,1.040,1.339,1.204,1.073,attract
attraction,10,7.206,7.677,6.0,2.629,3.824,6.382,5.4,5.147,2.667,0,11998068.0,1.694,0.962,2.118,1.569,1.806,0.841,1.047,1.438,1.428,attraction
attractive,10,7.471,7.875,6.147,2.875,4.774,6.156,4.576,5.177,2.485,0,11857523.0,1.242,0.927,1.801,1.916,1.844,1.003,1.280,1.124,1.306,attractive
attribute,9,4.5,5.886,5.788,2.735,2.771,4.514,5.829,4.618,3.686,0,15839012.0,2.226,1.090,2.071,1.400,1.790,1.645,1.134,1.329,1.115,attribute
auction,7,3.559,5.306,4.588,5.314,6.029,5.424,4.8,4.206,4.75,0,44619724.0,1.769,1.049,2.116,1.652,0.941,1.706,1.430,1.549,1.064,auction
auctioneer,10,3.516,4.839,5.226,5.7,5.194,3.484,5.452,3.903,5.226,0,726743.0,1.932,0.987,1.640,1.130,1.401,1.932,1.073,1.445,0.941,auctioneer
audience,8,4.727,5.781,5.121,5.697,6.065,6.125,3.667,5.563,4.121,0,24472658.0,1.911,1.556,2.071,1.141,0.948,0.857,1.198,1.368,1.200,audience
auditorium,10,4.382,5.313,5.061,6.455,6.061,5.242,5.971,5.667,4.5,0,4248177.0,2.044,0.726,1.496,0.891,1.496,1.875,1.071,1.470,1.091,auditorium
aunt,4,4.286,6.206,4.727,5.677,5.765,5.727,2.029,4.061,1.273,0,4594042.0,1.980,1.324,1.108,1.450,1.628,1.420,0.845,1.254,0.664,aunt
authentic,9,5.061,7.156,6.281,3.182,3.212,5.406,5.515,4.344,3.667,0,10235042.0,1.740,1.093,1.526,1.507,1.950,1.343,1.104,1.513,0.841,authentic
author,6,4.735,6.0,5.546,5.576,4.714,5.941,3.743,3.677,3.912,0,179813446.0,1.945,1.213,1.760,1.181,1.766,1.305,1.227,1.429,1.147,author
autopsy,7,5.235,3.529,4.206,5.353,5.152,4.364,6.118,4.424,4.5,0,1281821.0,2.658,1.519,2.041,1.570,1.559,1.666,1.051,1.538,0.814,autopsy
autumn,6,4.971,6.057,4.829,4.686,6.171,6.313,2.353,4.486,3.324,0,9649500.0,2.065,1.492,1.183,1.817,0.971,0.808,0.936,1.538,1.049,autumn
avalanche,9,6.625,2.781,4.129,6.033,5.964,4.172,4.813,6.344,4.69,0,2813307.0,2.233,1.166,2.779,0.836,0.944,1.743,1.210,0.922,1.021,avalanche
avenge,6,6.656,3.758,6.594,2.455,2.588,3.31,5.647,5.233,5.613,0,362682.0,1.670,1.706,1.885,1.258,1.115,1.896,1.054,1.146,1.155,avenge
avenue,6,3.774,5.323,5.0,5.375,5.063,4.923,4.091,4.406,3.71,0,35847733.0,1.698,0.590,1.047,1.139,1.540,1.517,1.215,1.320,0.681,avenue
award,5,6.294,7.941,6.588,5.618,5.647,5.909,3.5,4.794,4.0,0,59652161.0,1.963,1.305,1.682,1.435,1.135,1.240,1.266,1.605,1.029,award
awarded,7,5.967,7.29,6.29,3.156,3.065,5.407,4.061,4.969,4.035,0,15460775.0,2.008,1.441,1.669,1.228,1.458,1.368,1.229,1.075,0.490,awarded
aware,5,5.529,6.143,7.156,2.629,2.588,5.697,3.765,5.0,3.353,0,25700328.0,1.974,1.437,1.622,1.071,1.353,1.267,0.972,1.309,0.967,aware
away,4,3.594,4.152,4.546,3.086,2.939,6.182,2.257,3.912,3.938,0,112837472.0,1.950,1.209,1.499,1.538,1.476,1.113,1.227,1.597,0.998,away
awe,3,6.657,7.343,4.912,2.529,3.114,5.375,4.857,5.314,3.343,0,2241800.0,1.820,1.567,2.406,1.538,1.848,1.672,1.457,1.997,1.170,awe
awesome,7,6.688,8.29,6.656,2.061,2.719,6.31,4.344,5.161,4.152,0,15350104.0,2.311,1.053,1.632,0.983,1.605,0.835,1.215,1.668,1.351,awesome
awful,5,3.0,2.118,3.971,2.206,3.0,5.882,3.657,4.429,4.486,0,5217370.0,2.070,1.367,1.920,1.255,1.663,1.278,1.241,1.400,0.806,awful
awkward,7,5.0,3.118,3.031,2.844,3.333,5.968,4.514,4.114,4.121,0,2013836.0,1.923,0.993,1.287,1.277,1.717,1.031,1.317,1.090,1.122,awkward
axe,3,5.152,3.515,5.324,6.412,6.364,4.581,3.471,3.677,5.6,0,2764176.0,2.500,1.438,2.124,1.061,1.039,1.897,1.144,1.658,0.962,axe
axle,4,3.429,5.0,5.286,5.929,5.464,3.71,5.69,3.429,5.033,0,2496464.0,1.720,0.620,0.749,1.438,1.762,2.019,1.367,1.294,0.948,axle
baboon,6,3.971,5.114,5.029,6.571,6.588,4.394,3.543,4.114,5.486,0,359080.0,2.007,0.949,1.630,0.838,0.974,2.014,1.155,1.430,1.052,baboon
baby,4,4.29,6.594,4.313,6.607,6.593,5.929,1.844,2.546,2.688,0,117696064.0,2.593,2.090,2.615,0.673,0.562,1.067,0.972,1.689,1.074,baby
background,10,3.625,5.265,4.758,3.485,3.424,5.548,3.714,5.273,3.882,0,52214134.0,2.204,1.267,1.232,1.579,1.875,1.131,0.848,1.332,0.529,background
bacon,5,6.242,6.088,5.781,6.559,6.882,6.273,2.529,2.765,5.091,0,5385205.0,2.230,2.356,1.932,0.914,0.322,1.309,0.915,1.592,1.240,bacon
bacteria,8,4.059,3.471,3.853,5.618,4.824,5.412,4.941,2.206,4.206,0,7530969.0,2.287,1.356,1.881,1.351,1.947,1.700,1.162,1.906,0.832,bacteria
bad,3,5.059,1.853,4.471,2.771,3.6,6.471,1.588,4.667,4.714,0,95096787.0,2.520,0.845,2.132,1.943,1.808,1.007,0.647,1.608,1.161,bad
badge,5,3.03,5.294,5.353,6.529,6.441,5.576,2.794,2.559,4.765,0,6145138.0,1.915,1.201,1.512,0.606,0.735,1.538,1.301,1.241,1.059,badge
badger,6,3.849,4.971,5.088,6.667,6.364,5.294,3.324,3.412,4.677,0,2275812.0,2.231,1.502,1.245,0.876,1.389,1.724,1.181,1.574,1.077,badger
bag,3,3.727,5.219,5.688,6.607,6.484,6.552,2.344,2.968,2.813,0,40671821.0,1.619,0.544,1.379,0.618,0.615,0.894,1.019,1.379,1.130,bag
baggage,7,4.097,3.807,3.548,5.621,6.0,5.269,4.406,4.125,3.839,0,2340989.0,1.614,1.330,1.663,1.271,1.313,1.744,1.476,1.386,0.846,baggage
bail,4,3.613,3.657,4.371,3.912,3.229,4.4,5.457,4.0,4.706,0,3739601.0,1.808,1.330,1.551,1.579,1.475,1.945,1.203,1.331,0.859,bail
bait,4,4.867,4.167,3.767,4.807,4.733,3.724,4.25,2.438,4.379,0,3049271.0,1.668,1.098,1.627,1.446,1.436,1.529,1.031,1.248,0.925,bait
bake,4,5.559,6.857,6.029,5.171,6.029,5.97,2.714,3.559,2.412,0,3785783.0,1.802,1.125,1.581,1.298,0.985,1.267,0.943,1.090,1.331,bake
baker,5,4.543,6.229,5.429,6.286,6.371,5.515,2.457,3.886,4.6,0,14862470.0,1.976,1.311,1.358,1.030,0.759,1.438,0.840,1.237,1.377,baker
